"","chain_number","subj_id","participant_number","mwj","conscPos","conscNeg","dimension","numNeg","description","consc_diff"
"377",1,83,83,"neg",100,100,"mirror",14,"Xon's clean their forehead and Vems don't",0
"378",1,83,83,"neg",100,100,"deception",10,"Fiks hide to avoid being caught stealing. Chups don't.",0
"379",1,83,83,"neg",80,80,"limbs",12,"Toffs have 5 arms but Rubs have 2",0
"380",1,83,83,"pos",78,78,"eyes",10,"They differ in the position of their eyes",0
"381",1,83,83,"pos",83,64,"DNA",12,"Different composition of the building blocks of their genes",19
"382",1,83,83,"pos",93,83,"trace",12,"Yubs are less effective at being trained than Shuks.",10
"383",1,83,83,"pos",85,70,"discrimination",12,"Elms can differentiate similar objects whereas Norps cannot",15
"384",1,83,83,"pos",51,51,"blood",10,"Different colour blood",0
"385",1,82,82,"neg",87,81,"trace",13,"Pods are faster in making decisions than Norps.",6
"386",1,82,82,"pos",91,93,"discrimination",11,"Leems are able to identify objects even when they are very similar while Xons finds it hard to.",-2
"387",1,82,82,"neg",76,92,"deception",11,"The boldness of Elms are way over that of Zags.",-16
"388",1,82,82,"pos",78,82,"blood",9,"Their blood are different.",-4
"389",1,82,82,"pos",78,80,"DNA",11,"Gene making are of differences.",-2
"390",1,82,82,"pos",90,88,"mirror",13,"They are both clean but Huls cleaniness is above Vems.",2
"391",1,82,82,"pos",82,79,"limbs",11,"Amount if organs both have are different.",3
"392",1,82,82,"pos",91,91,"eyes",9,"Chubs have eyes besides each other while Rubs have theirs on each other.",0
"393",1,81,81,"pos",100,99,"limbs",10,"Different quantity of limbs",1
"394",1,81,81,"neg",100,99,"deception",12,"Rubs honestly steal",1
"395",1,81,81,"pos",100,100,"mirror",12,"Zags ignore forehead",0
"396",1,81,81,"pos",100,100,"DNA",10,"No DNA resemblance",0
"397",1,81,81,"neg",100,99,"blood",10,"Yellow blood",1
"398",1,81,81,"neg",98,99,"eyes",10,"Eye placement",-1
"399",1,81,81,"pos",98,97,"trace",12,"Longer memory",1
"400",1,81,81,"neg",97,97,"discrimination",12,"Objection recognition",0
"401",1,80,80,"neg",100,100,"DNA",11,"Chemical building blocks",0
"402",1,80,80,"neg",100,87,"trace",13,"time treat is given",13
"403",1,80,80,"neg",100,62,"mirror",13,"fleck in mirror",38
"404",1,80,80,"neg",100,98,"deception",13,"hiding themselves",2
"405",1,80,80,"neg",100,100,"limbs",11,"number of arms",0
"406",1,80,80,"neg",100,94,"discrimination",13,"telling difference between similar objects",6
"407",1,80,80,"neg",100,100,"eyes",11,"eye placement",0
"408",1,80,80,"neg",100,100,"blood",11,"blood color",0
"409",1,79,79,"pos",55,54,"eyes",10,"location of eyes",1
"410",1,79,79,"pos",54,55,"limbs",10,"how many arms",-1
"411",1,79,79,"pos",53,53,"mirror",12,"areas they clean",0
"412",1,79,79,"pos",54,53,"deception",12,"if they hide",1
"413",1,79,79,"pos",54,54,"DNA",10,"difference in genes",0
"414",1,79,79,"pos",53,55,"blood",10,"Color of blood",-2
"415",1,79,79,"pos",54,53,"discrimination",12,"Difference in objects",1
"416",1,79,79,"neg",53,53,"trace",14,"light flash association",0
"417",1,78,78,"pos",84,85,"eyes",9,"different eye placement",-1
"418",1,78,78,"pos",49,50,"DNA",9,"different dna resemblance",-1
"419",1,78,78,"pos",55,56,"deception",11,"shucks dont hide",-1
"420",1,78,78,"neg",54,55,"discrimination",13,"rubs tell colors",-1
"421",1,78,78,"neg",56,58,"trace",15,"chubs immediate treat",-2
"422",1,78,78,"pos",58,60,"limbs",9,"zags 5 limbs",-2
"423",1,78,78,"neg",69,68,"mirror",13,"norps stay clean",1
"424",1,78,78,"pos",64,64,"blood",9,"yellow geek blood",0
"425",1,77,77,"neg",89,89,"mirror",14,"Yubs remove more dirt than Elms",0
"426",1,77,77,"pos",88,88,"limbs",8,"Huls have more arms than Vems",0
"427",1,77,77,"neg",83,84,"eyes",10,"direction of eye placement",-1
"428",1,77,77,"neg",85,85,"trace",16,"Norps make longer associations",0
"429",1,77,77,"neg",83,83,"blood",10,"different color blood",0
"430",1,77,77,"pos",83,83,"deception",10,"hiding when caught",0
"431",1,77,77,"neg",82,82,"DNA",10,"chemical resemblance to humans",0
"432",1,77,77,"neg",85,81,"discrimination",14,"tell more differences",4
"433",1,76,76,"pos",49,49,"trace",15,"yubs learn better",0
"434",1,76,76,"neg",49,49,"eyes",11,"cosmetic differences",0
"435",1,76,76,"neg",50,50,"mirror",15,"leems may be more observant",0
"436",1,76,76,"neg",50,50,"blood",11,"nothing significant",0
"437",1,76,76,"neg",50,50,"limbs",9,"norps have more limbs",0
"438",1,76,76,"neg",50,50,"discrimination",15,"xons more observant",0
"439",1,76,76,"neg",50,50,"DNA",11,"different chemical structure",0
"440",1,76,76,"neg",50,50,"deception",11,"self preservation or conscience",0
"441",1,75,75,"pos",98,34,"discrimination",14,"Their ability to tell the difference between similar objects",64
"442",1,75,75,"pos",68,42,"trace",14,"Sensitivity in light and treat association",26
"443",1,75,75,"neg",69,78,"deception",12,"Dobs are transparent",-9
"444",1,75,75,"neg",52,66,"limbs",10,"Variation in arm-like limbs",-14
"445",1,75,75,"pos",87,63,"eyes",10,"Eye positioning",24
"446",1,75,75,"pos",89,64,"blood",10,"Blood colour",25
"447",1,75,75,"pos",83,72,"mirror",14,"Different personality",11
"448",1,75,75,"pos",86,76,"DNA",10,"Chemical resemblance to human DNA",10
"449",1,74,74,"neg",100,100,"mirror",15,"when Elms see a fleck of dirt on their forehead in a mirror they ignore the mirror",0
"450",1,74,74,"pos",100,100,"limbs",9,"Number of limbs",0
"451",1,74,74,"pos",100,100,"DNA",9,"One has dna building blocks that resembles humans",0
"452",1,74,74,"pos",100,100,"blood",9,"Color of blood",0
"453",1,74,74,"neg",100,100,"eyes",11,"Location of eyes",0
"454",1,74,74,"neg",100,100,"deception",13,"If theyre caught if they hide or not",0
"455",1,74,74,"neg",100,100,"trace",15,"If they responded by getting treats right away or not",0
"456",1,74,74,"neg",100,100,"discrimination",15,"If they can tell the difference between similar objects",0
"457",1,73,73,"neg",100,100,"mirror",16,"cleaning forehead dirt",0
"458",1,73,73,"pos",100,100,"eyes",10,"eye position",0
"459",1,73,73,"neg",100,100,"limbs",10,"number of arms",0
"460",1,73,73,"neg",100,100,"discrimination",16,"separating similar objects",0
"461",1,73,73,"neg",100,100,"blood",10,"blood color",0
"462",1,73,73,"neg",100,100,"DNA",10,"human DNA resemblence",0
"463",1,73,73,"neg",100,100,"trace",16,"reward association immediacy",0
"464",1,73,73,"pos",100,100,"deception",12,"behavior after stealing",0
"465",1,72,72,"pos",100,1,"deception",11,"Xons are more open and don't worry about being caught stealing",99
"466",1,72,72,"pos",57,83,"blood",9,"Colour of blood",-26
"467",1,72,72,"pos",97,45,"trace",15,"Rubs think and respond quicker",52
"468",1,72,72,"pos",100,9,"mirror",15,"Huls have no reflection and are less fastidious",91
"469",1,72,72,"pos",88,34,"DNA",9,"Dna resemblance with humans",54
"470",1,72,72,"pos",95,21,"limbs",9,"Pods have 3 extra arms",74
"471",1,72,72,"pos",93,20,"discrimination",15,"Geks have better vision, especially in colour",73
"472",1,72,72,"pos",64,46,"eyes",9,"Yubs eyes are vertical",18
"473",1,71,71,"pos",78,24,"discrimination",14,"telling differences",54
"474",1,71,71,"pos",75,45,"mirror",14,"recognition in mirror",30
"475",1,71,71,"pos",97,28,"deception",10,"hiding from suspicion",69
"476",1,71,71,"neg",55,55,"blood",10,"blood color",0
"477",1,71,71,"pos",90,92,"trace",14,"delayed response",-2
"478",1,71,71,"neg",99,96,"eyes",10,"eye placement",3
"479",1,71,71,"neg",88,91,"limbs",10,"number of limbs",-3
"480",1,71,71,"neg",89,73,"DNA",10,"DNA makeup",16
"481",1,70,70,"neg",100,100,"trace",15,"response time to a reward",0
"482",1,70,70,"neg",100,100,"eyes",11,"eye position",0
"483",1,70,70,"neg",100,100,"mirror",15,"slight difference in cleanliness",0
"484",1,70,70,"neg",100,100,"deception",11,"guilt / trying to hide",0
"485",1,70,70,"neg",100,100,"discrimination",15,"eye sight",0
"486",1,70,70,"neg",100,100,"blood",11,"blood colour",0
"487",1,70,70,"neg",100,100,"DNA",11,"dna",0
"488",1,70,70,"pos",100,100,"limbs",9,"limb count",0
"489",1,69,69,"pos",100,100,"eyes",10,"eye location",0
"490",1,69,69,"neg",100,100,"mirror",16,"ignoring dirt in mirror",0
"491",1,69,69,"neg",95,90,"discrimination",16,"object confusion",5
"492",1,69,69,"pos",100,89,"DNA",10,"human DNA",11
"493",1,69,69,"pos",99,99,"blood",10,"red blood",0
"494",1,69,69,"neg",73,65,"limbs",10,"2 arms",8
"495",1,69,69,"neg",82,64,"trace",16,"wait for treat",18
"496",1,69,69,"pos",84,70,"deception",10,"hide themselves",14
"497",1,68,68,"neg",99,99,"DNA",11,"gene building blocks",0
"498",1,68,68,"neg",99,99,"limbs",11,"number of limbs",0
"499",1,68,68,"pos",99,99,"mirror",15,"grooming behavior",0
"500",1,68,68,"pos",99,99,"trace",15,"experiment performance",0
"501",1,68,68,"pos",99,99,"deception",9,"food theft behavior",0
"502",1,68,68,"pos",99,99,"eyes",9,"eye orientation",0
"503",1,68,68,"pos",99,99,"blood",9,"color of blood",0
"504",1,68,68,"pos",99,99,"discrimination",15,"object recognition",0
"505",1,67,67,"neg",87,88,"discrimination",16,"The ability to tell the differences of very similar things.",-1
"506",1,67,67,"neg",80,80,"mirror",16,"The Leems don't react to what they see in the mirror aka their reflection.",0
"507",1,67,67,"pos",83,70,"DNA",10,"The rubbs DNA building blocks are the same as humans.",13
"508",1,67,67,"neg",89,78,"deception",10,"Elms hide when being caught while Chups dont.",11
"509",1,67,67,"neg",87,83,"trace",16,"Zags only make associations immediately.",4
"510",1,67,67,"pos",66,66,"limbs",10,"Huls only have 2 arm like limbs.",0
"511",1,67,67,"neg",57,57,"blood",10,"Yubs have red blood.",0
"512",1,67,67,"neg",58,60,"eyes",10,"Dobs have side by side eyes.",-2
"513",1,66,66,"neg",100,100,"trace",17,"Association between light and treat",0
"514",1,66,66,"neg",100,100,"mirror",17,"Dirt on forehead",0
"515",1,66,66,"pos",100,100,"DNA",9,"building blocks of genes",0
"516",1,66,66,"pos",100,100,"eyes",9,"position of eye",0
"517",1,66,66,"pos",100,100,"limbs",9,"number of limbs",0
"518",1,66,66,"pos",100,100,"blood",9,"color of blood",0
"519",1,66,66,"neg",100,100,"deception",11,"reaction when caught stealing",0
"520",1,66,66,"neg",100,100,"discrimination",17,"tell difference between similar objects",0
"521",1,65,65,"pos",77,50,"limbs",8,"Arm like limbs",27
"522",1,65,65,"pos",50,37,"DNA",8,"They are made of blocks",13
"523",1,65,65,"neg",36,50,"discrimination",18,"They are unable to tell the difference between two objects",-14
"524",1,65,65,"neg",61,50,"trace",18,"Pods were able to make the assocaiton when light was treated instantly",11
"525",1,65,65,"neg",50,68,"blood",10,"hul blood is yellow",-18
"526",1,65,65,"pos",38,27,"mirror",16,"when yubs see dirt they ignore the mirro",11
"527",1,65,65,"neg",50,41,"eyes",10,"Norps eyes are above the other",9
"528",1,65,65,"neg",29,50,"deception",12,"they do not attempt to hide themelves when they get cuaght",-21
"529",1,64,64,"pos",100,100,"discrimination",17,"Vems are unable to tell the difference between very similar objects and zags can.",0
"530",1,64,64,"neg",94,100,"DNA",9,"Norps genes are made up of the same chemical building blocks that make up human DNA and Elms genes are not.",-6
"531",1,64,64,"pos",100,100,"blood",9,"Color of blood",0
"532",1,64,64,"pos",100,100,"mirror",15,"Toffs ignore mirror",0
"533",1,64,64,"pos",100,100,"trace",17,"yubs need treets asap",0
"534",1,64,64,"pos",100,100,"eyes",9,"Huls eyes vertical",0
"535",1,64,64,"neg",100,100,"limbs",9,"Shuks 5 arms",0
"536",1,64,64,"pos",100,100,"deception",11,"Dobs have no shame",0
"537",1,63,63,"neg",50,50,"deception",12,"fear, shame",0
"538",1,63,63,"neg",51,50,"eyes",10,"eye location",1
"539",1,63,63,"pos",49,49,"blood",8,"blood colour",0
"540",1,63,63,"neg",50,50,"DNA",10,"genetic biochemistry",0
"541",1,63,63,"neg",48,48,"limbs",10,"number of arms",0
"542",1,63,63,"pos",56,39,"mirror",14,"self awareness",17
"543",1,63,63,"neg",49,49,"discrimination",18,"visual acuity",0
"544",1,63,63,"neg",49,31,"trace",18,"memory capability",18
"545",1,62,62,"pos",100,100,"trace",17,"response to light",0
"546",1,62,62,"pos",100,96,"deception",11,"pods don't hide",4
"547",1,62,62,"neg",100,100,"blood",9,"Red blood",0
"548",1,62,62,"neg",100,100,"discrimination",19,"Rubs vision impaired",0
"549",1,62,62,"pos",100,100,"limbs",9,"More limbs",0
"550",1,62,62,"pos",100,100,"eyes",9,"Vems human eyes",0
"551",1,62,62,"pos",100,100,"mirror",13,"zags acknowledge mirrors",0
"552",1,62,62,"neg",100,100,"DNA",11,"Dobs more human",0
"553",1,61,61,"neg",68,67,"eyes",10,"eye placement",1
"554",1,61,61,"neg",76,76,"mirror",14,"Noticing dirt",0
"555",1,61,61,"neg",75,75,"DNA",12,"Different DNA structure",0
"556",1,61,61,"neg",70,70,"trace",18,"Ability to associate",0
"557",1,61,61,"neg",69,69,"blood",10,"Blood color",0
"558",1,61,61,"pos",75,74,"deception",10,"Hiding when caught",1
"559",1,61,61,"neg",71,71,"discrimination",20,"Noticing differences",0
"560",1,61,61,"neg",72,71,"limbs",10,"Number of arms",1
"561",1,60,60,"pos",63,64,"DNA",11,"not same chemical resemblance",-1
"562",1,60,60,"neg",69,50,"discrimination",21,"Xons tell differences",19
"563",1,60,60,"neg",69,56,"deception",11,"Yubs are honest",13
"564",1,60,60,"neg",54,52,"blood",11,"different blood colour",2
"565",1,60,60,"neg",50,52,"mirror",15,"Fiks are cleaner",-2
"566",1,60,60,"neg",50,51,"limbs",11,"Shuks have more arms",-1
"567",1,60,60,"neg",50,51,"eyes",11,"different eye positions",-1
"568",1,60,60,"neg",50,51,"trace",19,"Huls are more intelligent",-1
"569",1,59,59,"pos",100,100,"mirror",14,"Reaction to dirt",0
"570",1,59,59,"pos",100,100,"discrimination",20,"Differentiate similar objects",0
"571",1,59,59,"pos",100,100,"trace",18,"Associations for light",0
"572",1,59,59,"pos",100,75,"eyes",10,"Orientation of eyes",25
"573",1,59,59,"pos",100,100,"limbs",10,"Number of limbs",0
"574",1,59,59,"neg",88,100,"deception",12,"Behavior after stealing",-12
"575",1,59,59,"pos",50,37,"DNA",10,"Resemblance to DNA",13
"576",1,59,59,"pos",87,77,"blood",10,"Color of blood",10
"577",1,58,58,"neg",68,65,"mirror",15,"Perception, visual, cognition",3
"578",1,58,58,"neg",73,73,"eyes",11,"looks, characteristics, phenotype",0
"579",1,58,58,"pos",71,71,"DNA",9,"Genetic, DNA, Chemical",0
"580",1,58,58,"neg",78,74,"trace",19,"memory, perception",4
"581",1,58,58,"neg",62,63,"limbs",11,"Limbs arms",-1
"582",1,58,58,"pos",73,71,"deception",11,"honesty ,behaviour",2
"583",1,58,58,"pos",84,82,"discrimination",19,"Visual, cognition",2
"584",1,58,58,"neg",51,50,"blood",11,"blood, colour, type",1
"585",1,57,57,"neg",60,60,"limbs",12,"Two arm limbs",0
"586",1,57,57,"neg",61,61,"eyes",12,"Horizontal eyes",0
"587",1,57,57,"pos",100,100,"trace",18,"Longer memory",0
"588",1,57,57,"pos",100,81,"deception",10,"Hide after theft",19
"589",1,57,57,"neg",90,90,"DNA",10,"Closer to humans",0
"590",1,57,57,"neg",100,100,"discrimination",20,"Can tell differences",0
"591",1,57,57,"pos",100,99,"mirror",14,"Self aware",1
"592",1,57,57,"neg",72,71,"blood",12,"Red blood",1
"593",1,56,56,"neg",44,65,"deception",11,"Hiding when caught",-21
"594",1,56,56,"pos",65,60,"trace",17,"Treat timing",5
"595",1,56,56,"pos",65,67,"limbs",11,"Amount of limbs",-2
"596",1,56,56,"pos",67,68,"discrimination",19,"Differences in objects determination",-1
"597",1,56,56,"neg",59,58,"eyes",13,"Eye placment",1
"598",1,56,56,"neg",100,100,"blood",13,"Blood color difference",0
"599",1,56,56,"neg",77,77,"mirror",15,"Ignoring the mirrior",0
"600",1,56,56,"neg",100,100,"DNA",11,"DNA resemblnce to Humans",0
"601",1,55,55,"pos",70,71,"eyes",12,"Different eye allignment",-1
"602",1,55,55,"pos",52,51,"mirror",14,"Different facial hygiene",1
"603",1,55,55,"neg",50,57,"DNA",12,"Different DNA build",-7
"604",1,55,55,"pos",60,50,"blood",12,"Different blood colour",10
"605",1,55,55,"pos",61,50,"discrimination",18,"Different colour perception",11
"606",1,55,55,"pos",56,50,"deception",10,"Embarassment",6
"607",1,55,55,"pos",55,50,"limbs",10,"Different limb count",5
"608",1,55,55,"pos",70,50,"trace",16,"Reward stimulus",20
"609",1,54,54,"pos",86,8,"DNA",11,"resemblance to human DNA",78
"610",1,54,54,"pos",91,8,"mirror",13,"Chups ignore the mirror whereas Leems do not.",83
"611",1,54,54,"pos",91,9,"limbs",9,"Number of limbs",82
"612",1,54,54,"pos",90,8,"discrimination",17,"distinguishing between similar objects.",82
"613",1,54,54,"pos",92,6,"deception",9,"Hiding when caught stealing.",86
"614",1,54,54,"pos",92,9,"eyes",11,"location of eyes.",83
"615",1,54,54,"pos",84,9,"blood",11,"colour of their blood.",75
"616",1,54,54,"pos",93,9,"trace",15,"remembering events and favours.",84
"617",1,53,53,"pos",100,100,"blood",10,"different colour blood",0
"618",1,53,53,"pos",100,100,"mirror",12,"self recognition",0
"619",1,53,53,"pos",100,100,"DNA",10,"human chemical compounds",0
"620",1,53,53,"pos",77,58,"discrimination",16,"superior eye sight",19
"621",1,53,53,"pos",100,100,"eyes",10,"eye socket locations",0
"622",1,53,53,"neg",100,100,"limbs",10,"extra limbs",0
"623",1,53,53,"neg",100,100,"deception",10,"less devious characters",0
"624",1,53,53,"neg",100,100,"trace",16,"less primitive",0
"625",1,52,52,"pos",100,100,"limbs",9,"Three limbs",0
"626",1,52,52,"neg",100,100,"discrimination",17,"tell objects apart",0
"627",1,52,52,"pos",100,100,"DNA",9,"DNA like humans",0
"628",1,52,52,"pos",100,100,"eyes",9,"position of eyes",0
"629",1,52,52,"pos",100,100,"deception",9,"Hide when caught",0
"630",1,52,52,"neg",100,100,"mirror",13,"can recognise themselves",0
"631",1,52,52,"neg",100,100,"trace",17,"make connections easily",0
"632",1,52,52,"pos",100,100,"blood",9,"colour of blood",0
"633",1,51,51,"pos",79,74,"trace",16,"Vems seem smarter",5
"634",1,51,51,"neg",81,78,"deception",10,"Yubs are sneakier",3
"635",1,51,51,"pos",93,84,"mirror",12,"elms recognize reflections",9
"636",1,51,51,"neg",50,51,"eyes",10,"eye positioning",-1
"637",1,51,51,"neg",50,49,"DNA",10,"different building blocks",1
"638",1,51,51,"pos",94,89,"discrimination",16,"Norps seem smarter.",5
